ranking,name,wealth,wealth_change,ranking_change,company,company_en,headquarters,industry,industry_en,relations,gender,age,birthday,nationality,birth_place,permanent_place,education,school,native_place,wealth_numeric,age_numeric,industry_clean,location_clean
576,钟乃雄,90.0,-18%,-40,能兴,Nenking,广东佛山,房地产、投资,"Real Estate, Investments",未知,先生,61,1963-01-01,198,,中国-广东-佛山,硕士,暨南,,90.0,61,房地产、投资,广东佛山
576,钟英武,90.0,-10%,9,趣加科技,FunPlus,北京,游戏,Game,未知,先生,39,1985-05-01,198,中国-湖南-岳阳,中国-北京,硕士,大连理工、玛赫西管理大学,,90.0,39,游戏,北京
576,朱世会,90.0,NEW,New,先导科技,Vital Materials,广东广州,稀散金属,Scattered Metals,未知,先生,57,1967-03-01,198,中国-广东-广州,,,,,90.0,57,稀散金属,广东广州
576,卓军,90.0,13%,179,景旺电子,Kinwong,广东深圳,印刷电路板,Electronic Components,未知,女士,未知,1900-01-01,198,中国-香港,中国-广东-深圳,,,中国-香港,90.0,0,印刷电路板,广东深圳
615,毛中吾,88.0,-19%,-51,三一,Sany,北京,重型机械,Heavy Machinery,未知,先生,62,1962-08-01,198,中国-湖南,中国-湖南-长沙,本科,中南,,88.0,62,重型机械,北京
616,洪浩,86.0,-43%,-239,凯莱英,Casymchen,天津,医药,Pharmaceuticals,未知,先生,68,1956-01-01,198,,中国-天津,博士后,中国医学科学院博士、美国Georgia大学药物化学博士后,,86.0,68,医药,天津
616,周亚辉,86.0,-22%,-80,昆仑万维,Kunlun,北京,互联网游戏、投资,"Game, Investments",未知,先生,47,1977-07-01,198,中国-云南-丽江,中国-北京,硕士,清华、清华,中国-云南,86.0,47,互联网游戏、投资,北京
618,鲍洪星,85.0,42%,390,双胞胎,Shuangbaotai,江西南昌,畜牧,Pig Farming,未知,先生,60,1964-01-01,198,中国-江西-龙南,,,,,85.0,60,畜牧,江西南昌
618,蔡海山,85.0,31%,322,联邦制药,United Laboratories,香港,医药,Pharmaceuticals,家族,先生,46,1978-01-01,198,,中国-香港,,,,85.0,46,医药,香港
618,蔡其瑞,85.0,13%,195,宝成,Pou Chen,台湾台中,服装,Apparel & Accessories,家族,先生,73,1951-01-01,198,中国-台湾,中国-台湾-台中,,,中国-台湾,85.0,73,服装,台湾台中
618,陈湖文,85.0,-23%,-82,晨光,M&G Stationery,上海松江,文具用品制造,Stationery,未知,先生,54,1970-07-01,198,中国-广东-汕头 ,中国-上海,,,中国-广东-汕头 ,85.0,54,文具用品制造,上海松江
618,陈湖雄,85.0,-23%,-82,晨光,M&G Stationery,上海奉贤,文具用品制造,Stationery,未知,先生,54,1970-07-01,198,中国-广东-汕头 ,中国-上海,,,中国-广东-汕头 ,85.0,54,文具用品制造,上海奉贤
618,陈士斌、邵静,85.0,-55%,-338,石英股份,Pacific Quartz,江苏连云港,石英制品,Quartz products,夫妇,先生,58,1966-11-01,198,中国-江苏-连云港,中国-江苏-连云港,,,中国-江苏-连云港,85.0,58,石英制品,江苏连云港
618,陈仕荣,85.0,6%,137,丰泰,Feng Tay,台湾斗六,鞋业,Footwear,家族,先生,未知,1900-01-01,198,中国-台湾,中国-台湾-斗六,,,中国-台湾,85.0,0,鞋业,台湾斗六
618,程立力、沈静,85.0,0%,88,立华股份,Lihua,江苏常州,畜牧,Husbandry,夫妇,先生,59,1965-01-01,198,,中国-江苏-常州,硕士,,,85.0,59,畜牧,江苏常州
618,杜锦豪、祁菊,85.0,55%,472,艾力斯,Allist,上海,医药,Pharmaceuticals,夫妇,先生,70,1954-01-01,198,中国-江苏-,中国-上海,,,,85.0,70,医药,上海
618,何志平、张文莉,85.0,-26%,-97,华建,Huajian,广东深圳,投资,Investments,夫妇,先生,59,1965-01-01,198,中国-江西,中国-广东-深圳,,,,85.0,59,投资,广东深圳
618,黄子欣,85.0,6%,137,伟易达,VTECH,香港,消费电子产品,Consumer Goods,未知,先生,75,1949-01-01,198,,中国-香港,,,中国-香港,85.0,75,消费电子产品,香港
618,寇晓康、高月静,85.0,-29%,-126,蓝晓科技,Sunresin,陕西西安,新材料,New materials,夫妇,先生,57,1967-01-01,198,,中国-陕西-西安,,,,85.0,57,新材料,陕西西安
618,梁安琪,85.0,-6%,51,澳博,SJM Holdings,香港,博彩,Gaming,未知,女士,63,1961-01-01,198,中国-广东-广州,中国-香港,,,中国-广东-佛山,85.0,63,博彩,香港
618,梁勤、王毅,85.0,0%,88,扬杰科技,Yangjie Technology,江苏扬州,半导体,Electronic components,夫妇,先生,53,1971-10-01,198,中国-江苏-扬州,中国-江苏-扬州,,,中国-江苏-扬州,85.0,53,半导体,江苏扬州
618,凌斌、王曦,85.0,-19%,-53,康冠科技,KTC,广东深圳,电子器件制造,Manufacturing,夫妇,先生,56,1968-07-01,198,,中国-广东-深圳,,,,85.0,56,电子器件制造,广东深圳
618,陆风,85.0,0%,88,万得资讯,Wind,上海浦东,数据服务,Data service,未知,先生,56,1968-07-01,198,,中国-上海,,,,85.0,56,数据服务,上海浦东
618,罗乐风,85.0,42%,390,晶苑国际,Crystal,香港,服装,Apparel & Textile Products,家族,先生,未知,1900-01-01,198,中国-香港,英国-伦敦,,,,85.0,0,服装,香港
618,秦荣华,85.0,-35%,-163,敏实,Minth,浙江宁波,汽车零部件,Automobile,未知,先生,66,1958-01-01,198,中国-台湾,中国-浙江-宁波,,,,85.0,66,汽车零部件,浙江宁波
618,荣智权,85.0,NEW,New,上海商银,SCSB,台湾台北,银行业,Banking,家族,未知,未知,1900-01-01,198,,台湾台北,硕士,美国芝加哥大学,,85.0,0,银行业,台湾台北
618,束崇万,85.0,31%,322,创见信息,Transcend,台湾台北,半导体,Semiconductors,家族,先生,70,1954-08-16,198,中国-台湾,中国-台湾-台北,,,,85.0,70,半导体,台湾台北
618,宋飞,85.0,-15%,-33,艾迪精密,Eddie Precision Machinery,山东烟台,机械制造,Manufacturing,家族,先生,58,1966-01-01,198,,中国-山东-烟台,本科,,,85.0,58,机械制造,山东烟台
618,孙惠刚,85.0,-11%,17,万华化学,Wanhua,山东烟台,投资,Investments,未知,先生,未知,1900-01-01,198,,中国-山东-烟台,,,,85.0,0,投资,山东烟台
618,童锦泉,85.0,-15%,-33,长峰房地产,Changfeng,上海长宁,房地产,Property,未知,先生,69,1955-01-01,198,中国-江苏-南通,中国-上海,,,中国-浙江-绍兴,85.0,69,房地产,上海长宁
618,王硕,85.0,31%,322,Deel,Deel,美国旧金山,企业服务,Business Services,未知,先生,34,1990-01-01,198,中国-北京,美国-西雅图,,,,85.0,34,企业服务,美国旧金山
618,魏学专,85.0,6%,137,汇丰石化,Wonfull,山东淄博,化工,Chemicals,未知,先生,71,1953-01-01,198,中国-山东-淄博,中国-山东-淄博,,,,85.0,71,化工,山东淄博
618,夏鼎湖、夏迎松,85.0,-3%,84,中鼎,Zhongding,安徽宣城,汽车零部件,Rubber and plastic,父子,先生,80,1944-07-01,198,中国-安徽,中国-安徽-宁国,硕士,Morehead州立大学,,85.0,80,汽车零部件,安徽宣城
618,徐广福、徐翔,85.0,-37%,-191,大全,Daquan,江苏镇江,电气设备制造、太阳能,"Electrical equipment, solar energy",父子,先生,未知,1900-01-01,198,,中国-江苏-镇江,,,,85.0,0,电气设备制造、太阳能,江苏镇江
618,叶琼玖,85.0,-37%,-191,同花顺,Hithink RoyalFlush,浙江杭州,软件,Software,未知,先生,70,1954-10-01,198,中国-浙江-宁波,中国-浙江-杭州,,,,85.0,70,软件,浙江杭州
618,俞浩,85.0,63%,539,追觅科技,Dreame,江苏苏州,智能家电,Consumer electronics,未知,先生,37,1987-01-01,198,中国-江苏-南通,中国-江苏-苏州,,,,85.0,37,智能家电,江苏苏州
618,张国涛、卢依雯,85.0,-37%,-191,迪阿,DR,广东深圳,珠宝首饰,Jewellery,夫妇,先生,39,1985-05-01,198,中国-河南-开封,中国-广东-深圳,,,中国-河南,85.0,39,珠宝首饰,广东深圳
618,张积敏,85.0,NEW,New,青山控股,Tsingshan,浙江温州,钢铁,Steel,未知,先生,61,1963-01-01,198,,中国-浙江-温州,,,,85.0,61,钢铁,浙江温州
618,张涛,85.0,-11%,17,美团,Meituan,北京,生活服务,Life Service,未知,先生,52,1972-11-01,198,中国-上海,中国-上海,硕士,沃顿,中国-上海,85.0,52,生活服务,北京
618,张兴礼,85.0,NEW,New,小康控股,Xiaokang ,重庆,汽车、汽车零配件,"Cars, automobile parts",未知,先生,67,1957-02-01,198,中国-重庆,中国-重庆,,,,85.0,67,汽车、汽车零配件,重庆
618,张兴明,85.0,NEW,New,小康控股,Xiaokang ,重庆,汽车、汽车零配件,"Cars, automobile parts",未知,先生,67,1957-02-01,198,中国-重庆,中国-重庆,,,,85.0,67,汽车、汽车零配件,重庆
618,赵宗信,85.0,NEW,New,健策,Jentech,台湾桃园,电子元件,Electronic Components,家族,未知,未知,1900-01-01,198,,台湾桃园,,,,85.0,0,电子元件,台湾桃园
653,孙宏斌,83.0,-31%,-161,融创,Sunac,天津,房地产,Real Estate,未知,先生,61,1963-01-01,198,中国-山西-运城,中国-天津,硕士,武大、清华,中国-山西,83.0,61,房地产,天津
653,王吉雷,83.0,-8%,16,中通,ZTO,上海青浦,快递,Express Delivery,未知,先生,59,1965-01-01,0,,中国-上海,,,,83.0,59,快递,上海青浦
653,赵永昌,83.0,NEW,New,健策,Jentech,台湾桃园,电子元件,Electronic Components,家族,未知,未知,1900-01-01,198,,台湾桃园,,,,83.0,0,电子元件,台湾桃园
656,曾开天,80.0,-24%,-91,三七互娱,37 Interactive Entertainment,广东广州,网络游戏,Network game,未知,先生,未知,1900-01-01,198,,中国-安徽-芜湖,本科,兰大,,80.0,0,网络游戏,广东广州
656,陈德军,80.0,-6%,50,申通快递,STO,上海青浦,物流,Logistics,未知,先生,54,1970-06-01,198,中国-浙江-杭州,中国-上海,本科,,中国-浙江-杭州,80.0,54,物流,上海青浦
656,陈建成、陈嫣妮,80.0,-11%,13,卧龙控股,Wolong,浙江绍兴,电气设备、房地产,"Electrical equipment, real estate",父女,先生,65,1959-01-01,198,中国-浙江-绍兴,中国-浙江-绍兴,,,,80.0,65,电气设备、房地产,浙江绍兴
656,陈文源、张茜,80.0,-27%,-120,华兴源创,HYC,江苏苏州,设备制造,Manufacturing,夫妇,先生,56,1968-01-01,198,,中国-江苏-苏州,,,,80.0,56,设备制造,江苏苏州
656,成三荣、金成成,80.0,60%,523,沪光股份,Huguang,江苏苏州,汽车配件,Auto parts,父子,先生,61,1963-10-20,198,,中国-江苏-苏州,,,,80.0,61,汽车配件,江苏苏州
656,高兴江,80.0,-27%,-120,永兴特钢,Yongxing Iron and steel,浙江湖州,不锈钢,Steel,未知,先生,61,1963-01-01,198,中国-浙江-湖州,中国-浙江-湖州,硕士,,,80.0,61,不锈钢,浙江湖州
656,洪水树,80.0,10%,205,可成科技,Catcher Technology,台湾台南,设备制造,Manufacturing,家族,先生,65,1959-01-01,198,中国-台湾-台南,中国-台湾-台南,,,中国-台湾-台南,80.0,65,设备制造,台湾台南
656,胡扬忠,80.0,-20%,-71,海康威视,Hikvision,浙江杭州,视频监控产品,Video surveillance products,未知,先生,59,1965-03-01,198,中国-湖北-武汉,中国-浙江-杭州,,,,80.0,59,视频监控产品,浙江杭州
656,江南,80.0,-6%,50,圣丰,Shengfeng,广东广州,房地产、工业制造,"Real Estate, Commercial Manufacturing",未知,先生,61,1963-01-01,198,中国-山东-济南,中国-广东-广州,,,,80.0,61,房地产、工业制造,广东广州
656,井贤栋,80.0,-6%,50,阿里系,Alibaba,浙江杭州,电子商务、金融科技,"E-commerce, fintech",未知,先生,52,1972-01-01,198,,中国-浙江-杭州,硕士,上交大、明尼苏达,,80.0,52,电子商务、金融科技,浙江杭州
656,李斌,80.0,-53%,-331,蔚来、易车,"Nio, Yiche",上海嘉定,电动车,E-Cars,未知,先生,50,1974-01-01,198,中国-安徽,中国-北京,,,,80.0,50,电动车,上海嘉定
656,李东生,80.0,0%,99,TCL,TCL,广东惠州,家用电器及半导体产品,Household Appliances,未知,先生,67,1957-01-01,198,中国-广东-惠州,中国-广东-惠州,本科,华南理工,中国-广东-揭阳,80.0,67,家用电器及半导体产品,广东惠州
656,李国库,80.0,-16%,-21,千喜鹤,Kinghey,北京,餐饮,Catering,未知,先生,未知,1900-01-01,198,,中国-河北-石家庄,,,,80.0,0,餐饮,北京
656,李国庆,80.0,-20%,-71,荣盛控股,RongSheng,浙江杭州,化纤,Chemical fibres,未知,先生,54,1970-01-01,198,中国-浙江,中国-浙江-杭州,,,,80.0,54,化纤,浙江杭州
656,李卫伟,80.0,-27%,-120,三七互娱,37 Interactive Entertainment,广东广州,网络游戏,Network game,未知,先生,47,1977-11-01,198,中国-四川-成都,中国-安徽-芜湖,,,,80.0,47,网络游戏,广东广州
656,李永庆,80.0,-20%,-71,荣盛控股,RongSheng,浙江杭州,化纤,Chemical fibres,未知,先生,60,1964-01-01,198,中国-浙江,中国-浙江-杭州,,,,80.0,60,化纤,浙江杭州
656,梁信军,80.0,-11%,13,-,-,上海,投资,Investments,未知,先生,56,1968-10-01,198,中国-浙江-台州,新加坡,本科,复旦,中国-浙江-台州,80.0,56,投资,上海
656,刘程宇、刘玲,80.0,-38%,-201,科士达,Kstar,广东深圳,电力设备,Industrial Equipment,夫妇,先生,62,1962-07-01,198,中国-福建-宁德,中国-广东-深圳,本科,,,80.0,62,电力设备,广东深圳
656,刘天文,80.0,NEW,New,软通动力,Isoftstone,北京,软件与信息服务,Software & Services,未知,先生,61,1963-01-01,0,,中国-北京,,,,80.0,61,软件与信息服务,北京
656,刘晓东,80.0,-45%,-268,百润,Bairun,上海浦东,香料、酒业,"Flavours, wine industry",未知,先生,57,1967-01-01,198,,中国-上海,,,,80.0,57,香料、酒业,上海浦东
656,龙大强、孟丽叶,80.0,NEW,New,中润光能,Solar Space,江苏徐州,光伏电池,New energy,夫妇,先生,未知,1900-01-01,0,,中国-江苏-徐州,,,,80.0,0,光伏电池,江苏徐州
656,罗阳勇、刘玉霞,80.0,-16%,-21,安宁股份,Anning Iron And Titanium,四川攀枝花,钒钛磁铁矿,Magnetite,夫妇,先生,49,1975-01-01,198,,中国-四川-攀枝花,,,,80.0,49,钒钛磁铁矿,四川攀枝花
656,阮水龙,80.0,0%,99,龙盛,Lonsen,浙江绍兴,化工、钢铁,"Chemicals, steel",家族,先生,89,1935-01-01,198,中国-山东-济宁,中国-浙江-绍兴,,,,80.0,89,化工、钢铁,浙江绍兴
656,沈华、胡畏,80.0,-43%,-250,斯达半导,StarPower Semiconductor,浙江嘉兴,半导体,Semiconductors,夫妇,先生,61,1963-01-01,198,,中国-浙江-嘉兴,,,,80.0,61,半导体,浙江嘉兴
656,盛百椒,80.0,7%,157,百丽,Belle,广东深圳,鞋业,Shoes,未知,先生,72,1952-05-01,198,中国-上海,中国-广东-深圳,本科,,中国-浙江-宁波,80.0,72,鞋业,广东深圳
656,施崇棠,80.0,23%,284,华硕,Asustek,台湾台北,电脑产品,Computer Products,未知,先生,72,1952-08-12,198,中国-台湾-彰化,中国-台湾-台北,,,,80.0,72,电脑产品,台湾台北
656,苏庆灿,80.0,-61%,-395,华厦眼科,Huaxia Eye,福建厦门,医疗服务,Health Service,未知,先生,55,1969-01-01,198,,中国-厦门,,,,80.0,55,医疗服务,福建厦门
656,孙怀庆、王晓蒲,80.0,-16%,-21,丸美,Marubi,广东广州,化妆品,Cosmetics,夫妇,先生,55,1969-10-01,198,中国-重庆,中国-广东-广州,,,中国-重庆,80.0,55,化妆品,广东广州
656,孙清焕、孙项邦,80.0,-6%,50,木林森,MLS,广东中山,光学光电,Semiconductors,父子,先生,51,1973-05-01,198,中国-江西-宜春,中国-广东-中山,本科,江西工程,,80.0,51,光学光电,广东中山
656,孙喜双,80.0,-1%,95,一方,Yifang,北京,房地产、投资,"Real Estate, Investments",家族,先生,71,1953-01-01,198,中国-吉林,中国-北京,,,中国-吉林,80.0,71,房地产、投资,北京
656,孙勇坚,80.0,0%,99,宝矿,bm,上海闸北,地产、贸易,"Real Estate, Steel trade",未知,先生,58,1966-01-01,198,,中国-上海,,,,80.0,58,地产、贸易,上海闸北
656,唐敖齐,80.0,-27%,-120,新泉股份,Xinquan,江苏常州,汽车配饰,Automobile accessories,家族,先生,79,1945-04-11,198,,中国-江苏-常州,,,,80.0,79,汽车配饰,江苏常州
656,陶悦群,80.0,-30%,-135,欧普康视,Orthok,安徽合肥,医疗器械制造、销售,Manufacture and sale of medical apparatus,未知,先生,64,1960-01-01,198,,中国-安徽-合肥,博士,美国加州,,80.0,64,医疗器械制造、销售,安徽合肥
656,汪力成,80.0,-11%,13,华立,Holley,浙江杭州,医药、投资,"Pharmaceutical, Investments",未知,先生,64,1960-01-01,198,中国-浙江-杭州,中国-浙江-杭州,本科,浙大,,80.0,64,医药、投资,浙江杭州
656,王仕锐,80.0,0%,99,医联,Medlinker,四川成都,医疗服务,Health Service,未知,先生,37,1987-01-01,198,,中国-四川-成都,,,,80.0,37,医疗服务,四川成都
656,王文渊,80.0,-20%,-71,台塑,Formosa Plastics,台湾高雄,化工,Chemicals,家族,先生,77,1947-05-20,198,中国-台湾-台北,中国-台湾-高雄,,,,80.0,77,化工,台湾高雄
656,肖日明,80.0,60%,523,华明装备,Huaming,上海,电力设备,Electronic Equipment,家族,先生,88,1936-01-01,198,中国-上海,中国-上海,,,,80.0,88,电力设备,上海
656,许江南、许晶,80.0,-6%,50,天新药业,Tianxin Pharmaceutical,江西景德镇,医药,Pharmaceuticals,父女,先生,62,1962-01-01,198,,中国-江西-景德镇,,,,80.0,62,医药,江西景德镇
656,许庆奎、许英强,80.0,-6%,50,九羊,JiuYang,山东莱芜,钢铁、冶金、机械,"Steel, smelt, machinery",父子,先生,未知,1900-01-01,198,,中国-山东-莱芜,,,,80.0,0,钢铁、冶金、机械,山东莱芜
656,许月娟,80.0,-20%,-71,荣盛控股,RongSheng,浙江杭州,化纤,Chemical fibres,未知,先生,未知,1900-01-01,198,中国-浙江,中国-浙江-杭州,,,,80.0,0,化纤,浙江杭州
656,杨元庆,80.0,18%,268,联想,Lenovo,北京,计算机服务、投资,"Computer Services, Investments",未知,先生,60,1964-11-01,198,中国-安徽-合肥,中国-北京,硕士,上交大、中科大,中国-浙江-舟山,80.0,60,计算机服务、投资,北京
656,杨长基,80.0,NEW,New,金像电子,Gold Circuit,台湾桃园,消费电子产品,Consumer and Industry Electronics,家族,先生,未知,1900-01-01,0,,中国-台湾-桃园,,,,80.0,0,消费电子产品,台湾桃园
656,叶德林、李要,80.0,0%,99,新明珠,New Pearl,广东佛山,建筑陶瓷,Ceramics,夫妇,先生,56,1968-01-01,198,中国-广东-佛山,中国-广东-佛山,,,中国-广东-佛山,80.0,56,建筑陶瓷,广东佛山
656,钟德礼,80.0,NEW,New,来亿兴业,Lai Yih,台湾台中,鞋业,Footwear,家族,未知,未知,1900-01-01,198,,台湾台中,本科,台湾中原大学,,80.0,0,鞋业,台湾台中
656,周庆治,80.0,-20%,-71,南都,Narada,上海浦东,电池、投资,"Battery, Investments",家族,先生,69,1955-03-01,198,,中国-香港,本科,浙大,,80.0,69,电池、投资,上海浦东
701,欧雷强,78.0,-29%,-165,百济神州,BeiGene,北京,医药,Pharmaceuticals,未知,先生,56,1968-01-01,198,美国,中国-北京,硕士,MIT、斯坦福,,78.0,56,医药,北京
702,周志文、冯宇霞,77.0,-23%,-117,昭衍新药,Joinn Laboratories,北京,生物医药,Biopharmaceuticals,夫妇,先生,59,1965-05-01,198,,中国-北京,硕士,人民解放军军事医学,,77.0,59,生物医药,北京
